mint,fired_conditional,origin_program,origin_name,venue_program,venue_name,venue_kind,pool_venue_program,curated_dex_has_rows,signers_holdout,tx_holdout,moves_before_holdout
AFDeprcxavZvCST9jhUkWayi7jP4aBwsFEPQXC9Qpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,742,3230,0
5gzq8oEq64WFWWBLXSKd9rv21VEGr393fwKyrCJspump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,648,2461,0
4qYfHK5NkMi5nxnUYeZ2zLpUnzhFRRwbZqwq5RyYpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,4,7,0
8ySJy1H9KNJXx2aL57XwJq6ELj6jdpB6DbyKmkQMpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,2,14,0
6nuGeinVtVhW6wAGWgWxsSptodhzQYKxdy5dwXjQpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,2,3,0
5Ff51fdYJo97frJZoz8nzfow562TVdrg2QjNQJCppump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,3,6,0
42XKU1EUGnA1VcDvycThMAjnZjzMLKuu8gbXZ7G1pump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,39,97,0
5vatgkSWSTzXbvqJpnJPmE166Hb42PuJ5GRUTAzCpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,4,8,0
DoKGAmdauiHuc3Z5fvmNTzBnAZjUYpxiMgSCFyi5k5yZ,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2051,9983,0
AR8aUANCSXqNCST3uFbaMfCRMdjXwWNBzSTYZ8vEpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,408,1626,0
CFyrqdquNw17nJ7utiBVKZVwJasRLJMyj7m3KtYhjQqG,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,false,22,306,0
F8k7nx6ovWRQV393RVWPyKVNbEUVWF48xuNgcRHSWfhs,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2210,16854,0
EQTf8qe3XrMT4RpEhtaxmgMnjLdLxwS2H2G2J8XQpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,2,4,0
DTbZExsrdJoY4bfsYz8wD8MBq6XraH2Whsh4HViu4mPg,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,true,11,305,0
xsPLJ9673NV8oUh2bs1RE9ULy8b6g6Z4rh4VSrgMyfG,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,528,1140,0
BvMLiC87c2SSLj5kmzKtkoiGN8ZKmuksDpcYepKEpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,2,27,0
CLg7EGY6z4TEZr8K1yMeoV24jVscRg6YBSL9VdnEpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,8,15,0
GVU4vKwPEcV79nCT3N8cvFdK5f5Hv3q9SBwGc3aCpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,18,37,0
4RX6xohPqHgysN2f5dXUrxX3z8c4DTTvNMkFA9vrpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,3,7,0
AfhLtvcsP7y8mxKuPoRLVDbGd4PnyqDHtJPZc5aRpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,5,9,0
76cM8aByt1MMt1umwJFcCNEVMCrvSN9oYxoKrA7NK6XT,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2218,7195,0
Hb2XuEqnP8LfrS9RwrDQJV8DhXFEGPfXGfVCc2UG32JK,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FAdo9NCw1ssek6Z6yeWzWjhLVsr8uiCwcWNUnKgzTnHe,,UNKNOWN,FAdo9NCw1ssek6Z6yeWzWjhLVsr8uiCwcWNUnKgzTnHe,false,1,3,0
8hoR4Qtcr3qGgUSQxRCCsucv9vxa6G5hfStTvwUXpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,218,508,0
17F5NiCyiSNK486BBhgETd3z1gg6oqbr5mtYRhPpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,3,36,0
YcEad3v1VThrPtbRZo2qpNoXTbho5B1ivcdTAmNpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,J7pourVwqP1VtRNBiFNqbdGxwkx7ta2LHAURURRRJqmd,,UNKNOWN,J7pourVwqP1VtRNBiFNqbdGxwkx7ta2LHAURURRRJqmd,false,1,2,0
4HewhY9KsonX28nucSDodmdsKHvSp3MXSQoS1bLppump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,17,33,0
4z7218WDJMefxHGWFZgjnzTAieVQD8kzXy94GQuzpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,157,413,0
AX4EmYhbUNj2GZJp6SdJ89MsNj818wn47qip784xCMMw,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,false,22,304,0
3mnwJ3Z8GTJnWtZ9e76qpZizuvTMMWFkCS9N3TUjdmds,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,6,13,0
GE9w24EAeRhFELdzKKzmi5cPLWk3GonYuCGbrJ3npump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,242,836,0
EmPmFC2jJZGckHgAhmU3qtN4WcpBTW5PCDXSiRC1CNSm,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,597,922,0
98kxMriGLqfFWKaVVvpH392C5rnt2snSx9j2hovz3Dxp,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,233,2122,0
Beo43xHT9QpDGZuDtANFEs6Cu7fiTuXLVGeaUXfMpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,GMGNreQcJFufBiCTLDBgKhYEfEe9B454UjpDr5CaSLA1,,UNKNOWN,GMGNreQcJFufBiCTLDBgKhYEfEe9B454UjpDr5CaSLA1,false,24,109,0
4hiM9aU4eYmru6CNxKvEmBFdHVCk6AF7BWwujzyjpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,21,53,0
3xjXaNqxLg25vP649V8M4f7CHcx9FGvMU4qirHUvpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,602,2514,0
3N6oHm6gKajXrvjPT4uybD6ndGiM7QEdHRKFmcMSpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,true,128,695,0
LJ4kQu3miFshZXPZbT5zh46iWsnZi1BbkZcK7Y7pump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,false,58,527,0
EsYxH4Cvmat9MwcmPUED8Lv5LoQ15HZwsEuck3SsxV8N,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2087,5086,0
24meMGZeQMQH7JK1BcADU2bM4FTVW3GjySCfjzyopump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,true,13,287,0
FPhUEeg443RiWBB368xFM38bQXHqbQJNQt8T7h5fXDhV,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,603,1482,0
5nsY2dNLNc9fC2GoGQmAEMhSuiKytxuSZrUiqcnKsJu7,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,111,4506,0
4vn1ekVhCBXYQpBLd19E28j8Semf3gjZcP1PpaCdpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,2,4,0
9i8ovXNGmcwmqXxfZY5DP3hTYQus1Rv7sdNHnmNhpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,28,53,0
9JMZg4fb7DcVgajuEhZE41KamGDD6bnvEWE4z9T3mKLw,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2115,11968,0
FK7YrvyAVtz4DVmwHB5tqhA4LWvc6cqMC6ggGm9cpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,true,393,1395,0
B8HixPF9hAJURp8JWZWAsMJiY4dbdwuGZPYyVydKpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,54,132,0
B74u3Vs7ggTZA851LSaA1PN9CioYrzi8cRoWAMp1pump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,,UNKNOWN,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,false,187,448,0
Q3rgF4wLGaTLHjvrBW4ndg8fTy8KERB6R5b43qMpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,5,11,0
F49Pk8RBgSHdcsYoofQN95MLUa9GSkQ8nwGMNmYvpump,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,128,288,0
A5WftST4vN8W945AHkRxeuXmctLWzmDBkSMyKLWPKtdX,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,false,2210,13589,0
EaKTZTe4nQkMrZbUfwA5g1bZkuJXnQxymQgQUveLpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,false,7,117,0
BycaXkJEheWvy5U8by1JrauQtCD2agfcRRcg8QaZQodw,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,227,1717,0
24mevJnhWSfRb7GDiV2gm98jsk9N84U4NsFNvbnhpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,,UNKNOWN,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,false,4,44,0
5yBSLRxqjViGCZGa1koW13xJZahGyA8WLCqEtuYUpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,TroYL71c8P2XNtDxHs98VtVLuiASJ7Ao5FvUoKyp3Bk,,UNKNOWN,TroYL71c8P2XNtDxHs98VtVLuiASJ7Ao5FvUoKyp3Bk,false,5,17,0
6nupmmaxMBTPBXVqiBTUyPBX5PQ8Gan8MXLmVQEfLa1c,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,2,4,0
4Urg8Nz4s6wGVvBzSKAeTgvA8DBhxvNETpuevMJVpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,jupiter aggregator v6,ROUTER,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,1,2,0
DzJCfGMdrx9HW4q1p31TR5EKXEndrYoM9zPsdi8f26SL,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,false,4,10,0
7TZHFaVZsmizHkwN5fc9MK7jiYjMEinbacGgf5APpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,MoBUSvJRk2cEJaWMrEqLapadgrNW8hKEDKCdogsjbV7,,UNKNOWN,MoBUSvJRk2cEJaWMrEqLapadgrNW8hKEDKCdogsjbV7,false,9,84,0
3LmXhhi34WbHpXeHi2uRKnw9EjGHfE8pEZ89uAYVpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,false,248,821,0
5FAizxYSPPZomGNj5y4agpH8mQpH79SYe3p298ccpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,553,2265,0
DZzkeKZZqiKHtA51VDJmWAXohSbjrCxNFbUcbffUpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,true,280,791,0
5Ezxwnx3HGKFCeCJ2V6FGhh4juJuCrUWtE17iMi1Pkw7,true,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,true,241,2586,0
2RwtH1GgSgMdaPAWUenu1VWcpsfjJbN3AFDNh1vgNwHK,true,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,true,1727,5450,0
G5JDpHUj8ov4LNDvg2Qwi18d7mVwrfsLh8oDbgwfpump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,false,6,33,0
E37B6nkFXBpadkhXYG4aeCjptixCU1GUz3kezVeEBAGS,false,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,false,1,1,0
7pSX8mzH5AmMfEbctMNV8gBu6t7E9tXtNL3mobHspump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,false,24,109,0
EhS4vNrVp4rp81wfbdZ8uh6TgiLMnB1kG8ysfNVcpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,true,794,2934,0
D6vMB5jUFYkm2aGdD4vCUsoXzWZCHYdLUd3ya465pump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,true,82,197,0
HNTu7xXvGaccbxw5TzfDadYWLYrLz4mQvKuSRRdwpump,true,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,true,253,850,0
24mgBRXebayzKzjNKhCeMCTewwDawT6iXZydfEUepump,false,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,,UNKNOWN,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,false,4,54,0
