trigger,venue_program,venue_name,kind,n,n_mints,n_days,as_reported_n,as_reported_mean,as_reported_lower,as_reported_upper,carry_forward_n,carry_forward_mean,carry_forward_lower,carry_forward_upper,residual_at_zero_mean,residual_lower,residual_upper,censored_fraction,cost_floor,cost_floor_pct,cost_floor_note,median_trades_per_mint,median_traders_per_mint,same_trade_fraction
T0,BSfD6SHZigAfDWSjzD5Q41jw8LmKwtmjskPH9XW1mrRW,,UNKNOWN,11,11,2,3,0.009780377323310163,0.009780377323310163,0.009780377323310163,3,0.009780377323310163,0.009780377323310163,0.009780377323310163,-0.7246053516390971,-1,-0.6213323585037587,0.7272727272727273,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,7,0.5454545454545454
T0,LanMV9sAd7wArD4vJFi2qDdfnVhFxYSUg6eADduJ3uj,raydium launchlab,LAUNCHPAD,11,11,2,1,-0.003649562014441887,-0.003649562014441887,-0.003649562014441887,1,-0.003649562014441887,-0.003649562014441887,-0.003649562014441887,-0.9094226874558583,-1,-0.8339415936690736,0.9090909090909091,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,4,0.9090909090909091
T0,7bopoA2tnvDYEfp54FhgNDiLR9wSPcEs9J7FaUGURsXj,,UNKNOWN,4,4,3,1,-0.941057937103431,-0.941057937103431,-0.941057937103431,1,-0.941057937103431,-0.941057937103431,-0.941057937103431,-0.9852644842758578,-1,-0.9705289685517156,0.75,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,252.5,135.5,0
T0,5MKjFxEA79NzvTTvWRjxqiHZ8MctYQrZNTEgV3oYjJ16,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,48,54,0
T0,MaestroAAe9ge5HTc64VbBQZ6fP77pwvrhM8i1XWSAx,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,70,208,0
T0,knc2oZyHT5fnbUCvA2QiovgMoaJUYjALamMMUomSCkg,,UNKNOWN,2,2,2,1,-0.003649562014441776,-0.003649562014441776,-0.003649562014441776,1,-0.003649562014441776,-0.003649562014441776,-0.003649562014441776,-0.5018247810072209,-1,-0.003649562014441776,0.5,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,4.5,1
T0,4KRSet9YXoCKDamKQfoTc4MsnPU4w847KhPoYBcrRooY,,UNKNOWN,5,5,3,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,15,0.8
T0,Htogmd68JyjQmGAkh4vk1n4yqEu2m6PnkXSd5RqvpGQE,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,187,1
T0,B3111yJCeHBcA1bizdJjUFPALfhAfSRnAbJzGUtnt56A,,UNKNOWN,6,6,2,1,-0.009302627309831668,-0.009302627309831668,-0.009302627309831668,1,-0.009302627309831668,-0.009302627309831668,-0.009302627309831668,-0.8348837712183053,-1,-0.8018605254619663,0.8333333333333334,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0.5,28,0.5
T0,2QtPjDPbisDjPYRJZ8sDZVA88QxZozQC9C4KrgtZjgaz,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,29,510,0
T0,BFYDcwRC2CqnvSpd3ES9WUieSYk4FtGJwhuyMVintbGQ,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0.5,5.5,0.5
T0,6NmUzsPWY9f8u2ZEke6xS7uBcup7TCuxQzJGS3GxE3w3,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,82.5,0.5
T0,minTcHYRLVPubRK8nt6sqe2ZpWrGDLQoNLipDJCGocY,,UNKNOWN,1,1,1,1,0.04373840087650804,0.04373840087650804,0.04373840087650804,1,0.04373840087650804,0.04373840087650804,0.04373840087650804,0.04373840087650804,0.04373840087650804,0.04373840087650804,0,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,12,1
T0,2rwUXt3JeyPtUBjH5pscZLRDBoh9WADfXq7gyoDnLcC4,,UNKNOWN,1,1,1,1,-0.00977964707481438,-0.00977964707481438,-0.00977964707481438,1,-0.00977964707481438,-0.00977964707481438,-0.00977964707481438,-0.00977964707481438,-0.00977964707481438,-0.00977964707481438,0,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,58,0
T0,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,5,5,1,1,-0.7308734002119837,-0.7308734002119837,-0.7308734002119837,1,-0.7308734002119837,-0.7308734002119837,-0.7308734002119837,-0.9461746800423967,-0.9461746800423967,-0.9461746800423967,0.8,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,34,28,0
T0,BPP531ELta5NTmMnBfi5RkTvN6GoyZUNmyLBEkGDQQwf,,UNKNOWN,2,2,1,1,-0.7268068643543275,-0.7268068643543275,-0.7268068643543275,1,-0.7268068643543275,-0.7268068643543275,-0.7268068643543275,-0.8634034321771638,-0.8634034321771638,-0.8634034321771638,0.5,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,174.5,88.5,0
T0,BBRouter1cVunVXvkcqeKkZQcBK7ruan37PPm3xzWaXD,,UNKNOWN,1,1,1,1,-0.00493366661858019,-0.00493366661858019,-0.00493366661858019,1,-0.00493366661858019,-0.00493366661858019,-0.00493366661858019,-0.00493366661858019,-0.00493366661858019,-0.00493366661858019,0,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8,0
T0,JBpxRsMWi2ySouhaiCFpidW7XWChbQQpC8ZywoViPRno,,UNKNOWN,5,5,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,29,0.6
T0,HsALuNvsaNreRFCsJe4QgWvqFwjvdWWn43F1ZLxH71a1,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,17,1
T0,AKbotVghr1TkakVprphNk8mF7cfYqfjQo9V7ZUZtdSz,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,2,1
T0,G7MVcM9YzGxrmLtmobUgyt8A6WhQ2dgQX3aSJcPejdEp,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,208,92,0
T0,8Ufce7KwjbuwMvTm5XE6hmDDqHQGUBxB1u8vNpaA7iFC,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,13.5,1
T0,AURAsuSzLv3v8SX3Y7emMFzGTWiepJK3Sm4x77GB9n1G,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,7,1
T0,69EBG3p7yDWwfvMezFgPwzUr47eueJkvVjXrPY3hz44K,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,3,34,0
T0,3hGfVcg87NiS7W1za5fFY35EgB1WfCLoikJki57UjxTA,,UNKNOWN,3,3,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,6,1
T0,4w3DZU3zBu7149sTmEZ2XFTNxuvuX3F9f9heQFi6YtS6,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,408,0
T0,7ANp2gxpnPQDwaVsMEeL5Ki6KKzv7ykMzCvkxp4RVEGe,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8,0
T0,AveaiuA1emN71q9mS2QQ9BEWNAAHmp8sHSvwLFHQjufM,,UNKNOWN,3,3,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,134,0.6666666666666666
T0,2BpmjLbo2QxhZbCW4fNMvH6chHu3GcUFB7KfckrcV8vq,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,16,1
T0,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,4,1
T1,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,35,35,2,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,3,-0.9216720636366237,-0.9882570793063647,-0.8883795558017532,-0.9952316939434716,-0.9986952310340406,-0.9940327772582747,0.9428571428571428,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2614,1311,0.22857142857142856
T1,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,11,11,2,1,-0.01066660980486911,-0.01066660980486911,-0.01066660980486911,1,-0.01066660980486911,-0.01066660980486911,-0.01066660980486911,-0.9100606008913517,-1,-0.8351111016341449,0.9090909090909091,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,17,0.45454545454545453
T1,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,524,524,2,27,2.5623515289340393,1.185410665155805,2.7344691369063194,37,2.5864143293789996,0.6874767289544492,3.1102591846685304,-0.8164437189289715,-0.9409348468876809,-0.782984844344427,0.9484732824427481,PUMPSWAP_TIER_SCHEDULE,2.5108,PumpSwap schedule at 0.01 SOL  modal tier 1,2884,1004,0.02862595419847328
T1,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,183,183,3,18,5.573296030439734,5.204108736682426,5.595012930072517,28,5.3975163042433625,4.483034439046144,5.5072541280670295,-0.3534462920878949,-1,-0.22679158750873935,0.9016393442622951,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,283,21,0.00546448087431694
T1,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,87,87,3,3,0.03157398058212576,0.03157398058212576,0.03157398058212576,5,0.08493563095242249,-0.11240232477435672,0.8742874538595393,-0.9644284834282026,-1,-0.9598088059513459,0.9655172413793104,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,272,170,0.04597701149425287
T1,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,211,211,3,3,-0.4701285841757377,-0.4701285841757377,-0.4701285841757377,5,-0.14919268053864781,-0.14919268053864781,-0.14919268053864781,-0.9924662831873328,-1,-0.9913135833471434,0.985781990521327,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1540,233,0
T1,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,25,25,2,5,-0.01701994362898418,-0.01701994362898418,-0.01701994362898418,7,-0.1549242670036939,-0.18035999850500498,-0.0023098779958274918,-0.8034039887257969,-1,-0.754254985907246,0.8,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,146,13,0.32
T1,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,4,0
T1,TroYL71c8P2XNtDxHs98VtVLuiASJ7Ao5FvUoKyp3Bk,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,5,1
T1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,jupiter aggregator v6,ROUTER,3,3,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,10,0.3333333333333333
T1,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,6,6,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,414,505.5,0.16666666666666666
T1,Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,meteora amm,AMM,8,8,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,122,8.5,0
T1,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,TOKEN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,135,66,0
T1,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,spl token,TOKEN,16,16,2,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,-0.5605343127501307,-1,-0.45911915415400695,0.5625,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,5,14.5,0.25
T1,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,orca whirlpool,AMM,15,15,2,5,-0.004713783775479796,-0.004713783775479796,-0.004713783775479796,5,-0.004713783775479796,-0.004713783775479796,-0.004713783775479796,-0.6682379279251599,-1,-0.5023568918877398,0.6666666666666666,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,29,14,0.06666666666666667
T1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8.5,0.5
T1,m9obQHAPyZeZ88w7XUY8Te6a8rBmhXsfKco7u8G8tnB,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,10,12,0
T1,2UUgGySTVXmKFatH7pGQo84ZrzdSYF5zw9iqrGwBMuuj,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,4,0
T1,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,raydium cpmm,AMM,3,3,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,43,42,0
T1,BSfD6SHZigAfDWSjzD5Q41jw8LmKwtmjskPH9XW1mrRW,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,29,1
T1,6NmUzsPWY9f8u2ZEke6xS7uBcup7TCuxQzJGS3GxE3w3,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,82.5,0.5
T1,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,103,46.5,0
T2,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,8,8,2,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,-0.9791386610026885,-0.9970642698265912,-0.9612130521787858,0.75,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,5842.5,1945,0
T2,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1.5,62.5,0.5
T2,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,205,205,2,6,9.21885320997353,3.8596106916330033,10.290701713641633,8,7.039184082458092,1.619988030485522,10.290701713641633,-0.7009116133666284,-0.9008242715993265,-0.6381185348191785,0.9707317073170731,PUMPSWAP_TIER_SCHEDULE,2.4052,PumpSwap schedule at 0.01 SOL  modal tier 2,2383,116,0.04390243902439024
T2,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,183,183,3,18,5.573296030439734,5.204108736682426,5.595012930072517,28,5.3975163042433625,4.483034439046144,5.5072541280670295,-0.3534462920878949,-1,-0.22679158750873935,0.9016393442622951,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,283,21,0.00546448087431694
T2,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,20,20,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,254,10,0
T2,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,52,52,3,1,-0.6617574102746926,-0.6617574102746926,-0.6617574102746926,1,-0.6617574102746926,-0.6617574102746926,-0.6617574102746926,-0.9934953348129748,-1,-0.9919466050065402,0.9807692307692307,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1385.5,235,0
T2,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,13,13,2,2,0.001846788533816257,0.001846788533816257,0.001846788533816257,3,0.0004612330239350075,-0.0023098779958274918,0.001846788533816257,-0.8458697248409514,-1,-0.7773673803258185,0.8461538461538461,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,217,13,0.46153846153846156
T2,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,6131.5,6070,0
T2,Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,meteora amm,AMM,7,7,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,121,8,0
T2,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,TOKEN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,2,0
T2,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,spl token,TOKEN,13,13,2,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,-0.45911915415400695,-1,-0.29685490040020907,0.46153846153846156,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,8,0.3076923076923077
T2,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,orca whirlpool,AMM,10,10,2,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,-0.7013697005546559,-1,-0.5733852865066512,0.7,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,26,13.5,0.1
T2,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8.5,0.5
T2,2UUgGySTVXmKFatH7pGQo84ZrzdSYF5zw9iqrGwBMuuj,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,4,0
T2,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,raydium cpmm,AMM,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,75,30,0
T2,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,28,21,0
T3,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,4,4,2,1,-0.8448522087151431,-0.8448522087151431,-0.8448522087151431,1,-0.8448522087151431,-0.8448522087151431,-0.8448522087151431,-0.9612130521787858,-1,-0.9482840695717144,0.75,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,3803,1376.5,0
T3,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,141,141,2,6,9.21885320997353,3.8596106916330033,10.290701713641633,6,9.21885320997353,3.8596106916330033,10.290701713641633,-0.5651551825543181,-0.8570702737754999,-0.47239711618497043,0.9574468085106383,PUMPSWAP_TIER_SCHEDULE,2.4052,PumpSwap schedule at 0.01 SOL  modal tier 5 measured at tier 2 and carried up,2092,113,0.0425531914893617
T3,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,101,101,2,1,3.5646024928630746,3.5646024928630746,3.5646024928630746,2,2.4674304381312204,2.4674304381312204,2.4674304381312204,-0.9548059159122468,-1,-0.8527547582947396,0.9900990099009901,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,163,21,0.009900990099009901
T3,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,11,11,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,253,10,0
T3,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,27,27,3,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1785,235,0
T3,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,6347,6153,0
T3,Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,meteora amm,AMM,6,6,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,102,8.5,0
T3,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,TOKEN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,2,0
T3,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,spl token,TOKEN,11,11,2,5,-0.002457480975719717,-0.002457480975719717,-0.002457480975719717,5,-0.002457480975719717,-0.002457480975719717,-0.002457480975719717,-0.5465715822616908,-1,-0.37653592560982485,0.5454545454545454,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,8,0.36363636363636365
T3,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,orca whirlpool,AMM,10,10,2,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,-0.7013697005546559,-1,-0.5733852865066512,0.7,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,26,13.5,0.1
T3,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8.5,0.5
T3,2UUgGySTVXmKFatH7pGQo84ZrzdSYF5zw9iqrGwBMuuj,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,4,0
T3,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,raydium cpmm,AMM,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,75,30,0
T3,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,28,21,0
T4,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,35,35,2,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,3,-0.9216720636366237,-0.9882570793063647,-0.8883795558017532,-0.9952316939434716,-0.9986952310340406,-0.9940327772582747,0.9428571428571428,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2614,1311,0.22857142857142856
T4,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,11,11,2,1,-0.01066660980486911,-0.01066660980486911,-0.01066660980486911,1,-0.01066660980486911,-0.01066660980486911,-0.01066660980486911,-0.9100606008913517,-1,-0.8351111016341449,0.9090909090909091,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,17,0.45454545454545453
T4,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,523,523,2,27,2.5623515289340393,1.185410665155805,2.7344691369063194,37,2.5864143293789996,0.6874767289544492,3.1102591846685304,-0.8160927508963309,-0.9409348468876809,-0.782458108529729,0.9483747609942639,PUMPSWAP_TIER_SCHEDULE,2.5108,PumpSwap schedule at 0.01 SOL  modal tier 1,2894,1002,0.028680688336520075
T4,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,183,183,3,18,5.573296030439734,5.204108736682426,5.595012930072517,28,5.3975163042433625,4.483034439046144,5.5072541280670295,-0.3534462920878949,-1,-0.22679158750873935,0.9016393442622951,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,283,21,0.00546448087431694
T4,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,87,87,3,3,0.03157398058212576,0.03157398058212576,0.03157398058212576,5,0.08493563095242249,-0.11240232477435672,0.8742874538595393,-0.9644284834282026,-1,-0.9598088059513459,0.9655172413793104,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,272,170,0.04597701149425287
T4,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,211,211,3,3,-0.4701285841757377,-0.4701285841757377,-0.4701285841757377,5,-0.14919268053864781,-0.14919268053864781,-0.14919268053864781,-0.9924662831873328,-1,-0.9913135833471434,0.985781990521327,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1540,233,0
