trigger,population,tier_bucket,notional_sol,cost_floor_pct,cost_floor_from_tier,cost_floor_exact,fired_holdout,selectivity_holdout,arrivals_per_day,n_holdout,n_fit,censored_holdout,utc_days_holdout,gross_mean_holdout,gross_mean_fit,sd_holdout,net_mean_holdout,cv_net,required_n,days,decidable_point,holdout_lower,holdout_upper,net_lower_bound,decidable_holdout,censored_fraction,carry_forward_marked,no_mark_at_all,n_carry_forward,carry_forward_mean,net_carry_forward_mean,carry_forward_lower,carry_forward_upper,net_carry_forward_lower,n_residual_zero,residual_zero_mean,net_residual_zero_mean,residual_zero_lower,residual_zero_upper,net_residual_zero_lower,correction_agrees_in_sign
T1,all-snapshotted,tier1,0.02,2.4687,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.38491093132885923,4.93361312048258,300,237,false,-0.15168934808279438,0.44701708328963613,-0.1763763480827944,false,0.9485530546623794,15,575,47,0.8220199014666429,0.7973329014666429,0.35186312391295527,0.9042973375385384,0.32717612391295525,622,-0.9274804922789014,-0.9521674922789014,-1,-0.9160338249541796,-1.024687,false
T1,all-snapshotted,tier1,0.05,2.4874,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.38472393132885924,4.93601116640175,300,237,false,-0.15168934808279438,0.44701708328963613,-0.1765633480827944,false,0.9485530546623794,15,575,47,0.8220199014666429,0.797145901466643,0.35186312391295527,0.9042973375385384,0.32698912391295526,622,-0.9274804922789014,-0.9523544922789013,-1,-0.9160338249541796,-1.024874,false
T1,all-snapshotted,tier1,0.1,2.5668,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.3839299313288592,4.946219260499956,300,237,false,-0.15168934808279438,0.44701708328963613,-0.17735734808279438,false,0.9485530546623794,15,575,47,0.8220199014666429,0.7963519014666429,0.35186312391295527,0.9042973375385384,0.32619512391295524,622,-0.9274804922789014,-0.9531484922789014,-1,-0.9160338249541796,-1.025668,false
T1,all-snapshotted,tier1,0.2,2.7434,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.38216393132885923,4.969076004682144,300,237,false,-0.15168934808279438,0.44701708328963613,-0.1791233480827944,false,0.9485530546623794,15,575,47,0.8220199014666429,0.794585901466643,0.35186312391295527,0.9042973375385384,0.32442912391295525,622,-0.9274804922789014,-0.9549144922789014,-1,-0.9160338249541796,-1.027434,false
T1,all-snapshotted,tier1,0.35,3.0133,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.3794649313288592,5.00441928683913,300,237,false,-0.15168934808279438,0.44701708328963613,-0.18182234808279438,false,0.9485530546623794,15,575,47,0.8220199014666429,0.791886901466643,0.35186312391295527,0.9042973375385384,0.32173012391295525,622,-0.9274804922789014,-0.9576134922789014,-1,-0.9160338249541796,-1.030133,false
T1,all-snapshotted,tier1,0.5,3.2834,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.3767639313288592,5.040295694769363,300,237,false,-0.15168934808279438,0.44701708328963613,-0.1845233480827944,false,0.9485530546623794,15,575,47,0.8220199014666429,0.7891859014666429,0.35186312391295527,0.9042973375385384,0.31902912391295524,622,-0.9274804922789014,-0.9603144922789014,-1,-0.9160338249541796,-1.032834,false
T1,all-snapshotted,tier1,1,4.1748,1,true,622,0.016030101541157672,1.2663780217514562,32,590,590,3,0.40959793132885924,0.7441925483221409,1.899001621021229,0.36784993132885924,5.162435708934561,300,237,false,-0.15168934808279438,0.44701708328963613,-0.1934373480827944,false,0.9485530546623794,15,575,47,0.8220199014666429,0.7802719014666429,0.35186312391295527,0.9042973375385384,0.31011512391295526,622,-0.9274804922789014,-0.9692284922789014,-1,-0.9160338249541796,-1.041748,false
T1,all-snapshotted,tier2,0.005,2.521,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.087987751511596,0.6378718596056803,300,692,false,2.1079258286880305,4.29549519904101,2.0827158286880305,false,0.8873239436619719,12,177,36,4.154917023768135,4.129707023768135,2.0849975143846144,4.568900925644839,2.0597875143846145,213,-0.42386504208320047,-0.4490750420832005,-1,-0.3342806035491301,-1.02521,false
T1,all-snapshotted,tier2,0.01,2.4052,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.089145751511596,0.637691221482632,300,692,false,2.1079258286880305,4.29549519904101,2.0838738286880303,false,0.8873239436619719,12,177,36,4.154917023768135,4.130865023768135,2.0849975143846144,4.568900925644839,2.0609455143846143,213,-0.42386504208320047,-0.4479170420832005,-1,-0.3342806035491301,-1.024052,false
T1,all-snapshotted,tier2,0.02,2.3552,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.089645751511597,0.6376132573678615,300,692,false,2.1079258286880305,4.29549519904101,2.0843738286880304,false,0.8873239436619719,12,177,36,4.154917023768135,4.131365023768136,2.0849975143846144,4.568900925644839,2.0614455143846144,213,-0.42386504208320047,-0.4474170420832005,-1,-0.3342806035491301,-1.023552,false
T1,all-snapshotted,tier2,0.05,2.3502,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.089695751511597,0.6376054620048797,300,692,false,2.1079258286880305,4.29549519904101,2.0844238286880303,false,0.8873239436619719,12,177,36,4.154917023768135,4.1314150237681355,2.0849975143846144,4.568900925644839,2.0614955143846143,213,-0.42386504208320047,-0.4473670420832005,-1,-0.3342806035491301,-1.023502,false
T1,all-snapshotted,tier2,0.1,2.3902,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.089295751511597,0.6376678302463323,300,692,false,2.1079258286880305,4.29549519904101,2.0840238286880304,false,0.8873239436619719,12,177,36,4.154917023768135,4.131015023768136,2.0849975143846144,4.568900925644839,2.0610955143846144,213,-0.42386504208320047,-0.44776704208320045,-1,-0.3342806035491301,-1.023902,false
T1,all-snapshotted,tier2,0.2,2.4882,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.088315751511597,0.6378206840158609,300,692,false,2.1079258286880305,4.29549519904101,2.0830438286880306,false,0.8873239436619719,12,177,36,4.154917023768135,4.130035023768135,2.0849975143846144,4.568900925644839,2.0601155143846146,213,-0.42386504208320047,-0.4487470420832005,-1,-0.3342806035491301,-1.024882,false
T1,all-snapshotted,tier2,0.35,2.6413,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.086784751511597,0.6380596257577442,300,692,false,2.1079258286880305,4.29549519904101,2.0815128286880307,false,0.8873239436619719,12,177,36,4.154917023768135,4.128504023768135,2.0849975143846144,4.568900925644839,2.0585845143846146,213,-0.42386504208320047,-0.4502780420832005,-1,-0.3342806035491301,-1.026413,false
T1,all-snapshotted,tier2,0.5,2.7955,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.085242751511596,0.6383004652874282,300,692,false,2.1079258286880305,4.29549519904101,2.0799708286880305,false,0.8873239436619719,12,177,36,4.154917023768135,4.126962023768135,2.0849975143846144,4.568900925644839,2.0570425143846145,213,-0.42386504208320047,-0.4518200420832005,-1,-0.3342806035491301,-1.027955,false
T1,all-snapshotted,tier2,1,3.308,2,true,213,0.00548940776248647,0.4336632132364311,24,260,189,3,4.1131977515115965,4.637346194124681,2.607612349101945,4.0801177515115965,0.6391022288844189,300,692,false,2.1079258286880305,4.29549519904101,2.0748458286880305,false,0.8873239436619719,12,177,36,4.154917023768135,4.121837023768135,2.0849975143846144,4.568900925644839,2.0519175143846144,213,-0.42386504208320047,-0.45694504208320047,-1,-0.3342806035491301,-1.03308,false
T1,all-snapshotted,tier3+,0.005,2.521,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.604275509380058,2.606680756565912,300,484,false,3.6130479963619897,3.8596106916330033,3.5878379963619897,false,0.9508196721311475,0,290,15,3.629485509380058,3.604275509380058,3.6130479963619897,3.8596106916330033,3.5878379963619897,305,-0.7723203847845873,-0.7975303847845873,-1,-0.7116845002273755,-1.02521,false
T1,all-snapshotted,tier3+,0.01,2.4052,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.605433509380058,2.6058435378768836,300,484,false,3.6130479963619897,3.8596106916330033,3.5889959963619895,false,0.9508196721311475,0,290,15,3.629485509380058,3.605433509380058,3.6130479963619897,3.8596106916330033,3.5889959963619895,305,-0.7723203847845873,-0.7963723847845873,-1,-0.7116845002273755,-1.024052,false
T1,all-snapshotted,tier3+,0.02,2.3552,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.605933509380058,2.6054822107016737,300,484,false,3.6130479963619897,3.8596106916330033,3.5894959963619897,false,0.9508196721311475,0,290,15,3.629485509380058,3.605933509380058,3.6130479963619897,3.8596106916330033,3.5894959963619897,305,-0.7723203847845873,-0.7958723847845873,-1,-0.7116845002273755,-1.023552,false
T1,all-snapshotted,tier3+,0.05,2.3502,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.605983509380058,2.605446083495269,300,484,false,3.6130479963619897,3.8596106916330033,3.5895459963619896,false,0.9508196721311475,0,290,15,3.629485509380058,3.605983509380058,3.6130479963619897,3.8596106916330033,3.5895459963619896,305,-0.7723203847845873,-0.7958223847845873,-1,-0.7116845002273755,-1.023502,false
T1,all-snapshotted,tier3+,0.1,2.3902,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.605583509380058,2.605735129201931,300,484,false,3.6130479963619897,3.8596106916330033,3.5891459963619896,false,0.9508196721311475,0,290,15,3.629485509380058,3.605583509380058,3.6130479963619897,3.8596106916330033,3.5891459963619896,305,-0.7723203847845873,-0.7962223847845873,-1,-0.7116845002273755,-1.023902,false
T1,all-snapshotted,tier3+,0.2,2.4882,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.604603509380058,2.6064435622986566,300,484,false,3.6130479963619897,3.8596106916330033,3.58816599636199,false,0.9508196721311475,0,290,15,3.629485509380058,3.604603509380058,3.6130479963619897,3.8596106916330033,3.58816599636199,305,-0.7723203847845873,-0.7972023847845873,-1,-0.7116845002273755,-1.024882,false
T1,all-snapshotted,tier3+,0.35,2.6413,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.603072509380058,2.6075510795866075,300,484,false,3.6130479963619897,3.8596106916330033,3.58663499636199,false,0.9508196721311475,0,290,15,3.629485509380058,3.603072509380058,3.6130479963619897,3.8596106916330033,3.58663499636199,305,-0.7723203847845873,-0.7987333847845873,-1,-0.7116845002273755,-1.026413,false
T1,all-snapshotted,tier3+,0.5,2.7955,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.601530509380058,2.608667505993173,300,484,false,3.6130479963619897,3.8596106916330033,3.5850929963619897,false,0.9508196721311475,0,290,15,3.629485509380058,3.601530509380058,3.6130479963619897,3.8596106916330033,3.5850929963619897,305,-0.7723203847845873,-0.8002753847845873,-1,-0.7116845002273755,-1.027955,false
T1,all-snapshotted,tier3+,1,3.308,2,false,305,0.007860419566001753,0.6209731457141385,15,99,290,3,3.629485509380058,1.6079812644115186,9.395195611662798,3.596405509380058,2.612384945790589,300,484,false,3.6130479963619897,3.8596106916330033,3.5799679963619897,false,0.9508196721311475,0,290,15,3.629485509380058,3.596405509380058,3.6130479963619897,3.8596106916330033,3.5799679963619897,305,-0.7723203847845873,-0.8054003847845873,-1,-0.7116845002273755,-1.03308,false
T2,migrated-at-entry,any,0.005,2.521,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3544667785631947,2.6292087701324243,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0134670793063647,false,0.5,0,2,2,-0.3292567785631947,-0.3544667785631947,-0.9882570793063647,0.3297435221799754,-1.0134670793063647,4,-0.6646283892815974,-0.6898383892815974,-0.9941285396531824,-0.3351282389100123,-1.0193385396531824,true
T2,migrated-at-entry,any,0.01,2.4052,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3533087785631947,2.6378262286858036,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0123090793063647,false,0.5,0,2,2,-0.3292567785631947,-0.3533087785631947,-0.9882570793063647,0.3297435221799754,-1.0123090793063647,4,-0.6646283892815974,-0.6886803892815974,-0.9941285396531824,-0.3351282389100123,-1.0181805396531824,true
T2,migrated-at-entry,any,0.02,2.3552,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3528087785631947,2.641564551523784,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0118090793063648,false,0.5,0,2,2,-0.3292567785631947,-0.3528087785631947,-0.9882570793063647,0.3297435221799754,-1.0118090793063648,4,-0.6646283892815974,-0.6881803892815974,-0.9941285396531824,-0.3351282389100123,-1.0176805396531823,true
T2,migrated-at-entry,any,0.05,2.3502,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3527587785631947,2.641938966664108,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0117590793063647,false,0.5,0,2,2,-0.3292567785631947,-0.3527587785631947,-0.9882570793063647,0.3297435221799754,-1.0117590793063647,4,-0.6646283892815974,-0.6881303892815974,-0.9941285396531824,-0.3351282389100123,-1.0176305396531824,true
T2,migrated-at-entry,any,0.1,2.3902,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.35315877856319466,2.638946614071416,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0121590793063648,false,0.5,0,2,2,-0.3292567785631947,-0.35315877856319466,-0.9882570793063647,0.3297435221799754,-1.0121590793063648,4,-0.6646283892815974,-0.6885303892815974,-0.9941285396531824,-0.3351282389100123,-1.0180305396531824,true
T2,migrated-at-entry,any,0.2,2.4882,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3541387785631947,2.6316439185228444,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0131390793063648,false,0.5,0,2,2,-0.3292567785631947,-0.3541387785631947,-0.9882570793063647,0.3297435221799754,-1.0131390793063648,4,-0.6646283892815974,-0.6895103892815974,-0.9941285396531824,-0.3351282389100123,-1.0190105396531823,true
T2,migrated-at-entry,any,0.35,2.6413,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3556697785631947,2.6203158634501453,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0146700793063648,false,0.5,0,2,2,-0.3292567785631947,-0.3556697785631947,-0.9882570793063647,0.3297435221799754,-1.0146700793063648,4,-0.6646283892815974,-0.6910413892815974,-0.9941285396531824,-0.3351282389100123,-1.0205415396531823,true
T2,migrated-at-entry,any,0.5,2.7955,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3572117785631947,2.6090045705311598,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0162120793063647,false,0.5,0,2,2,-0.3292567785631947,-0.3572117785631947,-0.9882570793063647,0.3297435221799754,-1.0162120793063647,4,-0.6646283892815974,-0.6925833892815974,-0.9941285396531824,-0.3351282389100123,-1.0220835396531824,true
T2,migrated-at-entry,any,1,3.308,2,true,4,0.047619047619047616,3.761904761904762,2,2,2,2,-0.3292567785631947,-0.2348641017080228,0.9319671629189396,-0.3623367785631947,2.5721020278828703,300,80,false,-0.9882570793063647,0.3297435221799754,-1.0213370793063647,false,0.5,0,2,2,-0.3292567785631947,-0.3623367785631947,-0.9882570793063647,0.3297435221799754,-1.0213370793063647,4,-0.6646283892815974,-0.6977083892815974,-0.9941285396531824,-0.3351282389100123,-1.0272085396531825,true
T2,migrated-at-entry,tier0,0.005,2.7507,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.01,2.6693,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.02,2.6878,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.05,2.8879,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.1,3.2673,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.2,4.0347,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.35,5.1695,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,0.5,6.2779,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier0,1,9.7614,0,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.005,2.6227,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.01,2.5108,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.02,2.4687,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.05,2.4874,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.1,2.5668,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.2,2.7434,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.35,3.0133,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,0.5,3.2834,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier1,1,4.1748,1,true,0,0,0,0,0,0,0,,,,,,,,false,,,,false,,0,0,0,,,,,,0,,,,,,false
T2,migrated-at-entry,tier2,0.005,2.521,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0134670793063647,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0134670793063647,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0134670793063647,-0.9882570793063647,-0.9882570793063647,-1.0134670793063647,3,-0.9960856931021217,-1.0212956931021218,-1,-0.9941285396531824,-1.02521,true
T2,migrated-at-entry,tier2,0.01,2.4052,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0123090793063647,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0123090793063647,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0123090793063647,-0.9882570793063647,-0.9882570793063647,-1.0123090793063647,3,-0.9960856931021217,-1.0201376931021218,-1,-0.9941285396531824,-1.024052,true
T2,migrated-at-entry,tier2,0.02,2.3552,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0118090793063648,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0118090793063648,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0118090793063648,-0.9882570793063647,-0.9882570793063647,-1.0118090793063648,3,-0.9960856931021217,-1.0196376931021216,-1,-0.9941285396531824,-1.023552,true
T2,migrated-at-entry,tier2,0.05,2.3502,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0117590793063647,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0117590793063647,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0117590793063647,-0.9882570793063647,-0.9882570793063647,-1.0117590793063647,3,-0.9960856931021217,-1.0195876931021217,-1,-0.9941285396531824,-1.023502,true
T2,migrated-at-entry,tier2,0.1,2.3902,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0121590793063648,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0121590793063648,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0121590793063648,-0.9882570793063647,-0.9882570793063647,-1.0121590793063648,3,-0.9960856931021217,-1.0199876931021217,-1,-0.9941285396531824,-1.023902,true
T2,migrated-at-entry,tier2,0.2,2.4882,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0131390793063648,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0131390793063648,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0131390793063648,-0.9882570793063647,-0.9882570793063647,-1.0131390793063648,3,-0.9960856931021217,-1.0209676931021217,-1,-0.9941285396531824,-1.024882,true
T2,migrated-at-entry,tier2,0.35,2.6413,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0146700793063648,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0146700793063648,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0146700793063648,-0.9882570793063647,-0.9882570793063647,-1.0146700793063648,3,-0.9960856931021217,-1.0224986931021216,-1,-0.9941285396531824,-1.026413,true
T2,migrated-at-entry,tier2,0.5,2.7955,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0162120793063647,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0162120793063647,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0162120793063647,-0.9882570793063647,-0.9882570793063647,-1.0162120793063647,3,-0.9960856931021217,-1.0240406931021218,-1,-0.9941285396531824,-1.027955,true
T2,migrated-at-entry,tier2,1,3.308,2,true,3,0.03571428571428571,2.821428571428571,1,2,2,2,-0.9882570793063647,-0.2348641017080228,,-1.0213370793063647,,,,false,-0.9882570793063647,-0.9882570793063647,-1.0213370793063647,false,0.6666666666666666,0,2,1,-0.9882570793063647,-1.0213370793063647,-0.9882570793063647,-0.9882570793063647,-1.0213370793063647,3,-0.9960856931021217,-1.0291656931021218,-1,-0.9941285396531824,-1.03308,true
T2,migrated-at-entry,tier3+,0.005,1.2378,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3173655221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3173655221799754,,,,1,0.3297435221799754,0.3173655221799754,,,,true
T2,migrated-at-entry,tier3+,0.01,1.1178,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.31856552217997536,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.31856552217997536,,,,1,0.3297435221799754,0.31856552217997536,,,,true
T2,migrated-at-entry,tier3+,0.02,1.059,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3191535221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3191535221799754,,,,1,0.3297435221799754,0.3191535221799754,,,,true
T2,migrated-at-entry,tier3+,0.05,1.028,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.31946352217997537,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.31946352217997537,,,,1,0.3297435221799754,0.31946352217997537,,,,true
T2,migrated-at-entry,tier3+,0.1,1.0248,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3194955221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3194955221799754,,,,1,0.3297435221799754,0.3194955221799754,,,,true
T2,migrated-at-entry,tier3+,0.2,1.0365,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.31937852217997537,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.31937852217997537,,,,1,0.3297435221799754,0.31937852217997537,,,,true
T2,migrated-at-entry,tier3+,0.35,1.0605,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3191385221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3191385221799754,,,,1,0.3297435221799754,0.3191385221799754,,,,true
T2,migrated-at-entry,tier3+,0.5,1.086,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3188835221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3188835221799754,,,,1,0.3297435221799754,0.3188835221799754,,,,true
T2,migrated-at-entry,tier3+,1,1.1733,16,false,1,0.011904761904761904,0.9404761904761905,1,0,0,1,0.3297435221799754,,,0.3180105221799754,,,,false,,,,false,0,0,0,1,0.3297435221799754,0.3180105221799754,,,,1,0.3297435221799754,0.3180105221799754,,,,true
T2,all-snapshotted,any,0.005,2.521,2,true,522,0.013452914798206279,1.062780269058296,39,453,483,3,3.9271545814610045,3.1906328954058396,6.057460320931579,3.9019445814610045,1.5524209005201928,300,283,false,2.691820783003022,4.030099064665837,2.666610783003022,false,0.9252873563218391,13,470,52,3.9416961571097273,3.9164861571097274,2.1648125564116008,4.264765902691205,2.139602556411601,522,-0.631879255408086,-0.6570892554080859,-1,-0.5484200340948376,-1.02521,false
T2,all-snapshotted,any,0.01,2.4052,2,true,522,0.013452914798206279,1.062780269058296,39,453,483,3,3.9271545814610045,3.1906328954058396,6.057460320931579,3.9031025814610043,1.5519603173391765,300,283,false,2.691820783003022,4.030099064665837,2.6677687830030217,false,0.9252873563218391,13,470,52,3.9416961571097273,3.917644157109727,2.1648125564116008,4.264765902691205,2.1407605564116006,522,-0.631879255408086,-0.655931255408086,-1,-0.5484200340948376,-1.024052,false
T2,all-snapshotted,any,0.02,2.3552,2,true,522,0.013452914798206279,1.062780269058296,39,453,483,3,3.9271545814610045,3.1906328954058396,6.057460320931579,3.9036025814610045,1.5517615316937434,300,283,false,2.691820783003022,4.030099064665837,2.668268783003022,false,0.9252873563218391,13,470,52,3.9416961571097273,3.9181441571097273,2.1648125564116008,4.264765902691205,2.1412605564116007,522,-0.631879255408086,-0.655431255408086,-1,-0.5484200340948376,-1.023552,false
