cell_id,rank_stat,top_fraction,venue,lag_s,gate,followable,open,entry_priced,exit_priced,both,open_entry_priced,gate_not_evaluable,kept,coverage_pct,coverage_verdict,reportable,closed_only_pct,closed_only_lo_pct,closed_only_hi_pct,open_at_minus100_pct,required_n,c1,c2,c3,c4,copyable
PD172,MEDIAN,0.01,pumpdotfun,2,UNGATED,270413,11104,267219,249655,248921,10726,126229,248921,92.0522,OK,True,-6.8034,-7.3391,-6.233,-10.6534,300,False,True,False,True,False
PD173,MEDIAN,0.01,pumpdotfun,5,DEPTH<=1%,270413,11104,261659,242896,241781,9857,126229,78282,89.4118,BELOW_REPORT_THRESHOLD,True,-4.4701,-5.3914,-3.6637,,441,False,False,False,True,False
PD174,MEDIAN,0.01,pumpdotfun,5,DEPTH<=10%,270413,11104,261659,242896,241781,9857,126229,107477,89.4118,BELOW_REPORT_THRESHOLD,True,-4.3976,-5.2856,-3.5361,,935,False,False,False,True,False
PD175,MEDIAN,0.01,pumpdotfun,5,DEPTH<=3%,270413,11104,261659,242896,241781,9857,126229,88453,89.4118,BELOW_REPORT_THRESHOLD,True,-4.2863,-5.1563,-3.4973,,557,False,False,False,True,False
PD176,MEDIAN,0.01,pumpdotfun,5,UNGATED,270413,11104,261659,242896,241781,9857,126229,241781,89.4118,BELOW_REPORT_THRESHOLD,True,-6.1205,-6.657,-5.5603,-9.7979,335,False,True,False,True,False
PD177,MEDIAN,0.01,pumpdotfun,15,DEPTH<=1%,270413,11104,239303,221413,220101,8869,126229,73047,81.3944,BELOW_REPORT_THRESHOLD,True,-4.0622,-4.897,-3.2839,,658,False,False,False,True,False
PD178,MEDIAN,0.01,pumpdotfun,15,DEPTH<=10%,270413,11104,239303,221413,220101,8869,126229,100039,81.3944,BELOW_REPORT_THRESHOLD,True,-4.0636,-4.914,-3.2247,,1154,False,False,False,True,False
PD179,MEDIAN,0.01,pumpdotfun,15,DEPTH<=3%,270413,11104,239303,221413,220101,8869,126229,82330,81.3944,BELOW_REPORT_THRESHOLD,True,-3.8937,-4.7045,-3.1681,,807,False,False,False,True,False
PD180,MEDIAN,0.01,pumpdotfun,15,UNGATED,270413,11104,239303,221413,220101,8869,126229,220101,81.3944,BELOW_REPORT_THRESHOLD,True,-4.942,-5.4811,-4.4004,-8.624,532,False,True,False,True,False
PD181,MEDIAN,0.01,pumpdotfun,30,DEPTH<=1%,270413,11104,209962,194095,192113,8017,126229,65982,71.0443,BELOW_REPORT_THRESHOLD,True,-3.6741,-4.4818,-2.9648,,1078,False,False,False,True,False
PD182,MEDIAN,0.01,pumpdotfun,30,DEPTH<=10%,270413,11104,209962,194095,192113,8017,126229,90027,71.0443,BELOW_REPORT_THRESHOLD,True,-3.6771,-4.5303,-2.8352,,1592,False,False,False,True,False
PD183,MEDIAN,0.01,pumpdotfun,30,DEPTH<=3%,270413,11104,209962,194095,192113,8017,126229,74141,71.0443,BELOW_REPORT_THRESHOLD,True,-3.5596,-4.3152,-2.8762,,1233,False,False,False,True,False
PD184,MEDIAN,0.01,pumpdotfun,30,UNGATED,270413,11104,209962,194095,192113,8017,126229,192113,71.0443,BELOW_REPORT_THRESHOLD,True,-4.1619,-4.6654,-3.6447,-8.0011,832,False,True,False,True,False
PD185,MEDIAN,0.01,pumpdotfun,60,DEPTH<=1%,270413,11104,169203,155886,153391,7029,126229,52731,56.7247,BELOW_STOP_THRESHOLD,False,-3.2355,-3.9166,-2.4754,,2216,False,False,False,True,False
PD186,MEDIAN,0.01,pumpdotfun,60,DEPTH<=10%,270413,11104,169203,155886,153391,7029,126229,72195,56.7247,BELOW_STOP_THRESHOLD,False,-2.9155,-3.666,-2.0697,,3207,False,False,False,True,False
PD187,MEDIAN,0.01,pumpdotfun,60,DEPTH<=3%,270413,11104,169203,155886,153391,7029,126229,59069,56.7247,BELOW_STOP_THRESHOLD,False,-3.0338,-3.7102,-2.2578,,2574,False,False,False,True,False
PD188,MEDIAN,0.01,pumpdotfun,60,UNGATED,270413,11104,169203,155886,153391,7029,126229,153391,56.7247,BELOW_STOP_THRESHOLD,False,-3.3064,-3.8077,-2.7469,-7.5431,1569,False,True,False,True,False
PD189,MEDIAN,0.01,pumpdotfun,300,DEPTH<=1%,270413,11104,74781,66968,63805,3878,126229,17296,23.5954,BELOW_STOP_THRESHOLD,False,-0.6259,-1.9962,1.1149,,153522,False,False,False,False,False
PD190,MEDIAN,0.01,pumpdotfun,300,DEPTH<=10%,270413,11104,74781,66968,63805,3878,126229,26585,23.5954,BELOW_STOP_THRESHOLD,False,0.0472,-1.8527,2.1174,,25896271,False,False,False,False,False
PD191,MEDIAN,0.01,pumpdotfun,300,DEPTH<=3%,270413,11104,74781,66968,63805,3878,126229,19834,23.5954,BELOW_STOP_THRESHOLD,False,-0.0072,-1.7294,1.9083,,1194484032,False,False,False,False,False
PD192,MEDIAN,0.01,pumpdotfun,300,UNGATED,270413,11104,74781,66968,63805,3878,126229,63805,23.5954,BELOW_STOP_THRESHOLD,False,-1.4952,-2.415,-0.5014,-7.1392,12748,False,True,False,True,False
